game_id,player_id,player_name,team_id,team_name,minutes,starter,position,jersey,didNotPlay
mock_400000000,mock_0392,Zion Mitchell,1610612741,Chicago Bulls,38.9,True,SG,19,False
mock_400000000,mock_0175,Trae James,1610612741,Chicago Bulls,40.8,True,PF,75,False
mock_400000000,mock_0351,Tyler Booker,1610612741,Chicago Bulls,32.1,True,SG,56,False
mock_400000000,mock_0010,Luka Davis,1610612741,Chicago Bulls,32.7,True,SG,97,False
mock_400000000,mock_0398,Darius Herro,1610612741,Chicago Bulls,35.1,True,SF,3,False
mock_400000000,mock_0110,Anthony Curry,1610612741,Chicago Bulls,23.5,False,SF,46,False
mock_400000000,mock_0186,Nikola Davis,1610612741,Chicago Bulls,18.1,False,PF,85,False
mock_400000000,mock_0382,Jimmy Leonard,1610612741,Chicago Bulls,14.9,False,PF,93,False
mock_400000000,mock_0270,Paul Curry,1610612741,Chicago Bulls,3.9,False,SG,66,False
mock_400000000,mock_0261,Jimmy Doncic,1610612741,Chicago Bulls,0.0,False,SG,74,True
mock_400000000,mock_0093,Giannis Mitchell,1610612741,Chicago Bulls,0.0,False,SF,16,True
mock_400000000,mock_0037,Jimmy Mitchell,1610612753,Orlando Magic,32.9,True,SF,70,False
mock_400000000,mock_0151,Paul Jokic,1610612753,Orlando Magic,36.4,True,SG,89,False
mock_400000000,mock_0094,Devin Durant,1610612753,Orlando Magic,32.1,True,SG,47,False
mock_400000000,mock_0386,Kevin Durant,1610612753,Orlando Magic,32.5,True,PF,12,False
mock_400000000,mock_0279,Anthony Irving,1610612753,Orlando Magic,37.5,True,SF,65,False
mock_400000000,mock_0292,Kyrie Herro,1610612753,Orlando Magic,14.8,False,PF,49,False
mock_400000000,mock_0422,Jimmy Durant,1610612753,Orlando Magic,11.8,False,SF,73,False
mock_400000000,mock_0031,Luka Williamson,1610612753,Orlando Magic,17.9,False,PF,74,False
mock_400000000,mock_0281,Kyrie Jokic,1610612753,Orlando Magic,15.6,False,PF,70,False
mock_400000000,mock_0367,Kevin Irving,1610612753,Orlando Magic,0.0,False,PF,99,True
mock_400000000,mock_0334,Kevin Davis,1610612753,Orlando Magic,0.0,False,SG,86,True
mock_400000001,mock_0445,Kevin Morant,1610612737,Atlanta Hawks,37.3,True,C,64,False
mock_400000001,mock_0268,Jayson Harden,1610612737,Atlanta Hawks,36.1,True,PF,65,False
mock_400000001,mock_0331,Trae Booker,1610612737,Atlanta Hawks,34.9,True,C,64,False
mock_400000001,mock_0313,Anthony Jokic,1610612737,Atlanta Hawks,34.8,True,PF,81,False
mock_400000001,mock_0187,James Williamson,1610612737,Atlanta Hawks,32.7,True,SG,59,False
mock_400000001,mock_0145,Giannis Davis,1610612737,Atlanta Hawks,19.3,False,PG,5,False
mock_400000001,mock_0363,Darius James,1610612737,Atlanta Hawks,21.4,False,SG,1,False
mock_400000001,mock_0082,Stephen Mitchell,1610612737,Atlanta Hawks,13.7,False,PG,23,False
mock_400000001,mock_0269,LeBron Garland,1610612737,Atlanta Hawks,9.9,False,C,59,False
mock_400000001,mock_0127,Ja Mitchell,1610612737,Atlanta Hawks,0.0,False,PG,49,False
mock_400000001,mock_0089,Luka Leonard,1610612737,Atlanta Hawks,0.0,False,SG,85,True
mock_400000001,mock_0021,Luka Herro,1610612737,Atlanta Hawks,0.0,False,PG,77,True
mock_400000001,mock_0282,Anthony Leonard,1610612749,Milwaukee Bucks,36.7,True,SG,76,False
mock_400000001,mock_0304,Kevin George,1610612749,Milwaukee Bucks,38.5,True,PG,97,False
mock_400000001,mock_0045,Damian Young,1610612749,Milwaukee Bucks,32.5,True,C,0,False
mock_400000001,mock_0087,Zion Williamson,1610612749,Milwaukee Bucks,28.6,True,C,40,False
mock_400000001,mock_0266,Darius Leonard,1610612749,Milwaukee Bucks,34.6,True,C,4,False
mock_400000001,mock_0176,Zion Garland,1610612749,Milwaukee Bucks,19.4,False,PG,10,False
mock_400000001,mock_0200,Anthony George,1610612749,Milwaukee Bucks,23.2,False,SG,93,False
mock_400000001,mock_0017,Darius Jokic,1610612749,Milwaukee Bucks,22.4,False,SF,10,False
mock_400000001,mock_0350,Ja George,1610612749,Milwaukee Bucks,4.2,False,SF,4,False
mock_400000001,mock_0431,Brandon Harden,1610612749,Milwaukee Bucks,0.0,False,C,65,True
mock_400000001,mock_0165,Jayson Young,1610612749,Milwaukee Bucks,0.0,False,PF,53,True
mock_400000002,mock_0178,Damian Curry,1610612761,Toronto Raptors,37.5,True,SF,48,False
mock_400000002,mock_0250,Anthony Doncic,1610612761,Toronto Raptors,34.1,True,SG,9,False
mock_400000002,mock_0046,Ja Tatum,1610612761,Toronto Raptors,30.9,True,PF,2,False
mock_400000002,mock_0393,Darius Irving,1610612761,Toronto Raptors,34.9,True,SG,13,False
mock_400000002,mock_0088,Luka Antetokounmpo,1610612761,Toronto Raptors,37.5,True,SF,30,False
mock_400000002,mock_0185,Giannis James,1610612761,Toronto Raptors,20.9,False,C,19,False
mock_400000002,mock_0259,Darius Doncic,1610612761,Toronto Raptors,21.6,False,C,5,False
mock_400000002,mock_0440,Kevin Irving,1610612761,Toronto Raptors,16.3,False,PF,80,False
mock_400000002,mock_0373,James Irving,1610612761,Toronto Raptors,6.3,False,PF,9,False
mock_400000002,mock_0153,Nikola Harden,1610612761,Toronto Raptors,0.0,False,PF,17,True
mock_400000002,mock_0318,Paul Herro,1610612761,Toronto Raptors,0.0,False,SF,58,True
mock_400000002,mock_0338,Darius Garland,1610612754,Indiana Pacers,37.5,True,SF,74,False
mock_400000002,mock_0343,Jimmy Herro,1610612754,Indiana Pacers,33.5,True,SF,83,False
mock_400000002,mock_0242,Nikola Lillard,1610612754,Indiana Pacers,33.0,True,C,9,False
mock_400000002,mock_0147,Kevin Butler,1610612754,Indiana Pacers,34.7,True,PF,80,False
mock_400000002,mock_0132,Jayson Garland,1610612754,Indiana Pacers,36.0,True,PG,92,False
mock_400000002,mock_0041,LeBron Doncic,1610612754,Indiana Pacers,16.6,False,C,97,False
mock_400000002,mock_0111,Stephen Booker,1610612754,Indiana Pacers,12.7,False,SG,87,False
mock_400000002,mock_0148,Zion Antetokounmpo,1610612754,Indiana Pacers,14.4,False,PF,63,False
mock_400000002,mock_0072,Trae James,1610612754,Indiana Pacers,18.0,False,PG,96,False
mock_400000002,mock_0381,Jimmy Jokic,1610612754,Indiana Pacers,0.0,False,PF,43,True
mock_400000002,mock_0414,Kawhi Morant,1610612754,Indiana Pacers,0.0,False,PG,0,True
mock_400000003,mock_0218,Trae Tatum,1610612756,Phoenix Suns,35.2,True,SF,89,False
mock_400000003,mock_0341,Ja Young,1610612756,Phoenix Suns,35.3,True,SF,78,False
mock_400000003,mock_0024,Luka Ingram,1610612756,Phoenix Suns,36.1,True,C,28,False
mock_400000003,mock_0402,Anthony Ingram,1610612756,Phoenix Suns,34.3,True,PG,11,False
mock_400000003,mock_0283,Donovan Davis,1610612756,Phoenix Suns,35.1,True,PG,35,False
mock_400000003,mock_0004,Zion George,1610612756,Phoenix Suns,17.6,False,PG,3,False
mock_400000003,mock_0290,Nikola Williamson,1610612756,Phoenix Suns,22.2,False,PF,29,False
mock_400000003,mock_0319,Joel Antetokounmpo,1610612756,Phoenix Suns,23.2,False,PF,61,False
mock_400000003,mock_0391,Ja Embiid,1610612756,Phoenix Suns,0.0,False,SF,13,True
mock_400000003,mock_0234,Anthony Williamson,1610612756,Phoenix Suns,0.0,False,SF,10,True
mock_400000003,mock_0364,Devin Jokic,1610612745,Houston Rockets,32.0,True,C,41,False
mock_400000003,mock_0115,Paul James,1610612745,Houston Rockets,34.7,True,SG,94,False
mock_400000003,mock_0164,Giannis Durant,1610612745,Houston Rockets,34.9,True,PF,52,False
mock_400000003,mock_0121,Jayson Doncic,1610612745,Houston Rockets,33.9,True,PG,98,False
mock_400000003,mock_0192,Kawhi Leonard,1610612745,Houston Rockets,39.9,True,SG,9,False
mock_400000003,mock_0075,Damian Leonard,1610612745,Houston Rockets,19.1,False,PG,49,False
mock_400000003,mock_0412,Darius Williamson,1610612745,Houston Rockets,15.0,False,PF,67,False
mock_400000003,mock_0015,Joel Ingram,1610612745,Houston Rockets,20.1,False,C,46,False
mock_400000003,mock_0203,Zion Doncic,1610612745,Houston Rockets,10.3,False,SF,31,False
mock_400000003,mock_0051,Kyrie Young,1610612745,Houston Rockets,0.0,False,SG,33,True
mock_400000003,mock_0426,Ja Butler,1610612745,Houston Rockets,0.0,False,SF,11,True
mock_400000004,mock_0156,Donovan George,1610612760,Oklahoma City Thunder,36.8,True,C,57,False
mock_400000004,mock_0273,Trae Davis,1610612760,Oklahoma City Thunder,40.8,True,SF,56,False
mock_400000004,mock_0377,Jayson Leonard,1610612760,Oklahoma City Thunder,35.9,True,C,67,False
mock_400000004,mock_0434,Anthony Doncic,1610612760,Oklahoma City Thunder,33.9,True,SG,22,False
mock_400000004,mock_0335,Darius Leonard,1610612760,Oklahoma City Thunder,28.9,True,C,46,False
mock_400000004,mock_0357,Stephen Tatum,1610612760,Oklahoma City Thunder,17.7,False,SG,16,False
mock_400000004,mock_0427,Paul Harden,1610612760,Oklahoma City Thunder,23.3,False,SG,55,False
mock_400000004,mock_0356,Darius Antetokounmpo,1610612760,Oklahoma City Thunder,17.6,False,C,2,False
mock_400000004,mock_0359,Trae Antetokounmpo,1610612760,Oklahoma City Thunder,5.1,False,C,27,False
mock_400000004,mock_0383,James Tatum,1610612760,Oklahoma City Thunder,0.0,False,PF,40,True
mock_400000004,mock_0090,Brandon Embiid,1610612760,Oklahoma City Thunder,0.0,False,PF,40,True
mock_400000004,mock_0078,Giannis Embiid,1610612755,Philadelphia 76ers,34.2,True,SG,7,False
mock_400000004,mock_0233,Zion Ingram,1610612755,Philadelphia 76ers,38.3,True,PG,19,False
mock_400000004,mock_0137,Damian Morant,1610612755,Philadelphia 76ers,36.2,True,C,38,False
mock_400000004,mock_0291,Paul Curry,1610612755,Philadelphia 76ers,31.7,True,SF,95,False
mock_400000004,mock_0447,Stephen Butler,1610612755,Philadelphia 76ers,32.4,True,C,83,False
mock_400000004,mock_0206,Kawhi Tatum,1610612755,Philadelphia 76ers,16.2,False,PG,63,False
mock_400000004,mock_0134,Paul Tatum,1610612755,Philadelphia 76ers,15.1,False,PF,89,False
mock_400000004,mock_0098,Darius Harden,1610612755,Philadelphia 76ers,9.4,False,SG,33,False
mock_400000004,mock_0050,Trae Davis,1610612755,Philadelphia 76ers,0.0,False,SG,84,True
mock_400000004,mock_0262,Paul Ingram,1610612755,Philadelphia 76ers,0.0,False,PF,11,True
mock_400000005,mock_0323,LeBron Williamson,1610612757,Portland Trail Blazers,38.5,True,PG,77,False
mock_400000005,mock_0425,Kawhi James,1610612757,Portland Trail Blazers,39.0,True,SF,21,False
mock_400000005,mock_0222,Giannis Irving,1610612757,Portland Trail Blazers,30.6,True,SF,92,False
mock_400000005,mock_0141,Jimmy Butler,1610612757,Portland Trail Blazers,38.3,True,SG,65,False
mock_400000005,mock_0108,Anthony Young,1610612757,Portland Trail Blazers,34.2,True,PG,47,False
mock_400000005,mock_0106,Jimmy Young,1610612757,Portland Trail Blazers,22.9,False,PF,71,False
mock_400000005,mock_0389,Darius Harden,1610612757,Portland Trail Blazers,18.1,False,PF,45,False
mock_400000005,mock_0333,Joel Tatum,1610612757,Portland Trail Blazers,18.3,False,PG,59,False
mock_400000005,mock_0144,Kevin Jokic,1610612757,Portland Trail Blazers,0.0,False,SF,28,False
mock_400000005,mock_0301,Brandon Herro,1610612757,Portland Trail Blazers,0.0,False,PF,69,True
mock_400000005,mock_0442,Devin Mitchell,1610612757,Portland Trail Blazers,0.0,False,PG,39,True
mock_400000005,mock_0011,Jayson Harden,1610612750,Minnesota Timberwolves,33.3,True,PG,48,False
mock_400000005,mock_0208,Devin Doncic,1610612750,Minnesota Timberwolves,39.2,True,SF,35,False
mock_400000005,mock_0278,James Butler,1610612750,Minnesota Timberwolves,32.2,True,PG,82,False
mock_400000005,mock_0366,Anthony George,1610612750,Minnesota Timberwolves,33.3,True,C,14,False
mock_400000005,mock_0184,Brandon Curry,1610612750,Minnesota Timberwolves,36.0,True,PG,31,False
mock_400000005,mock_0417,James James,1610612750,Minnesota Timberwolves,16.1,False,PF,95,False
mock_400000005,mock_0354,Devin Curry,1610612750,Minnesota Timberwolves,20.8,False,PF,35,False
mock_400000005,mock_0415,Giannis Embiid,1610612750,Minnesota Timberwolves,23.1,False,SG,98,False
mock_400000005,mock_0081,Kyrie Mitchell,1610612750,Minnesota Timberwolves,6.0,False,C,20,False
mock_400000005,mock_0118,Stephen Irving,1610612750,Minnesota Timberwolves,0.0,False,SG,25,True
mock_400000005,mock_0368,Devin Mitchell,1610612750,Minnesota Timberwolves,0.0,False,C,13,True
mock_400000006,mock_0321,Devin Williamson,1610612758,Sacramento Kings,30.2,True,SF,89,False
mock_400000006,mock_0125,Luka Curry,1610612758,Sacramento Kings,35.6,True,PG,76,False
mock_400000006,mock_0160,Jimmy Durant,1610612758,Sacramento Kings,38.0,True,SF,30,False
mock_400000006,mock_0136,Paul Garland,1610612758,Sacramento Kings,30.8,True,PF,86,False
mock_400000006,mock_0275,Brandon Morant,1610612758,Sacramento Kings,36.5,True,SG,90,False
mock_400000006,mock_0238,Jimmy Embiid,1610612758,Sacramento Kings,20.8,False,C,54,False
mock_400000006,mock_0039,Trae Doncic,1610612758,Sacramento Kings,13.0,False,SF,14,False
mock_400000006,mock_0361,LeBron Doncic,1610612758,Sacramento Kings,21.0,False,SG,16,False
mock_400000006,mock_0376,Brandon Williamson,1610612758,Sacramento Kings,14.1,False,C,91,False
mock_400000006,mock_0205,Jimmy Williamson,1610612758,Sacramento Kings,0.0,False,C,85,False
mock_400000006,mock_0038,LeBron Garland,1610612758,Sacramento Kings,0.0,False,PG,87,True
mock_400000006,mock_0433,Brandon Davis,1610612758,Sacramento Kings,0.0,False,SG,13,True
mock_400000006,mock_0252,Zion Embiid,1610612748,Miami Heat,33.0,True,PF,15,False
mock_400000006,mock_0243,Damian James,1610612748,Miami Heat,35.5,True,PF,57,False
mock_400000006,mock_0394,Devin Young,1610612748,Miami Heat,29.9,True,SF,14,False
mock_400000006,mock_0161,Luka Tatum,1610612748,Miami Heat,28.1,True,SF,69,False
mock_400000006,mock_0296,Donovan Butler,1610612748,Miami Heat,35.1,True,PG,92,False
mock_400000006,mock_0086,Ja Durant,1610612748,Miami Heat,23.0,False,PF,84,False
mock_400000006,mock_0322,Joel James,1610612748,Miami Heat,19.6,False,PF,35,False
mock_400000006,mock_0092,Zion Harden,1610612748,Miami Heat,17.6,False,PG,68,False
mock_400000006,mock_0406,Kevin Curry,1610612748,Miami Heat,17.1,False,SG,20,False
mock_400000006,mock_0035,Damian Garland,1610612748,Miami Heat,1.1,False,PF,76,False
mock_400000006,mock_0239,Joel Williamson,1610612748,Miami Heat,0.0,False,C,7,True
mock_400000006,mock_0149,Kawhi Jokic,1610612748,Miami Heat,0.0,False,SG,83,True
mock_400000007,mock_0190,Damian Embiid,1610612758,Sacramento Kings,35.4,True,PG,74,False
mock_400000007,mock_0321,Devin Williamson,1610612758,Sacramento Kings,37.3,True,SF,89,False
mock_400000007,mock_0433,Brandon Davis,1610612758,Sacramento Kings,34.1,True,SG,13,False
mock_400000007,mock_0125,Luka Curry,1610612758,Sacramento Kings,37.5,True,PG,76,False
mock_400000007,mock_0160,Jimmy Durant,1610612758,Sacramento Kings,35.5,True,SF,30,False
mock_400000007,mock_0136,Paul Garland,1610612758,Sacramento Kings,20.0,False,PF,86,False
mock_400000007,mock_0275,Brandon Morant,1610612758,Sacramento Kings,21.9,False,SG,90,False
mock_400000007,mock_0029,Brandon Butler,1610612758,Sacramento Kings,15.8,False,SG,33,False
mock_400000007,mock_0039,Trae Doncic,1610612758,Sacramento Kings,2.5,False,SF,14,False
mock_400000007,mock_0376,Brandon Williamson,1610612758,Sacramento Kings,0.0,False,C,91,False
mock_400000007,mock_0238,Jimmy Embiid,1610612758,Sacramento Kings,0.0,False,C,54,True
mock_400000007,mock_0361,LeBron Doncic,1610612758,Sacramento Kings,0.0,False,SG,16,True
mock_400000007,mock_0007,Tyler Ingram,1610612764,Washington Wizards,36.6,True,C,53,False
mock_400000007,mock_0255,Kyrie Butler,1610612764,Washington Wizards,33.4,True,PG,76,False
mock_400000007,mock_0105,Jayson Davis,1610612764,Washington Wizards,31.5,True,SF,20,False
